,text_clean,hit_id_true,id,indictor_name,condition,reason
0,Joby Aviation 于2025年12月9日获得一项名为“Superpilot”的专利授权，该专利涵盖自主飞行系统，适用于乘客运营和货运运营场景，属于Joby已公开的专利组合中的一项。,,-1,,,该文本仅提及Joby Aviation于2025年12月9日获得一项名为“Superpilot”的专利授权，内容涉及自主飞行系统，适用于乘客和货运运营。然而，所有可用的bullish或bearish指标均聚焦于FAA取证进展、制造合作、基建完工、法律诉讼、现金流等具体可量化或明确表述的事件。该文本未提及相关指标中的任何关键词（如FAA TIA、Stage 4审核、迪拜基建、Toyota投资、Conforming Aircraft数量、Archer诉讼、Cash Burn等），也未提供任何可与指标阈值直接比较的明确数值或判断性表述（例如完成度百分比、资金到账、飞机数量变化、官方定性措辞等）。因此，无法满足任一指标的触发条件。
1,DXV vertiport 建设现场已启动，包括停车楼在内的基础设施正在施工中，该 vertiport 与 Joby 航空器运营相关。,,-1,,,"该文本提到'DXV vertiport 建设现场已启动，包括停车楼在内的基础设施正在施工中，该 vertiport 与 Joby 航空器运营相关'。虽然涉及迪拜（DXV）的垂直起降场（vertiport）建设，但并未提及任何明确的指标名称或其等价概念，也未提供可直接与阈值比较的明确数值或判断。具体分析如下：

- 指标3（bullish）要求'RTA 或 Skyports 宣布 DXB 垂直起降场结构封顶/完工，且官方文件中出现 “Ticketed / Passenger Service” 字样'。本文仅说明'建设现场已启动'和'基础设施正在施工中'，属于早期施工阶段，远未达到'结构封顶/完工'，也未提及任何关于'售票'或'客运服务'的许可或表述。
- 其他指标（如FAA TIA、Stage 4审核进度、丰田投资、机队数量、诉讼、现金流等）在文本中完全未涉及。

根据规则，必须同时满足'提及相关指标名称（或同一概念范畴）'和'给出可与阈值直接比较的明确数值或可推理出明确判断结果'两个条件才能视为满足。本文既未满足指标3的'基建完工'条件，也未满足'售票许可'条件，因此不触发任何bullish或bearish指标。"
2,Joby Aviation 新发布佛罗里达州高级业务发展经理职位，隶属 Go-to-Market 与运营部门，职责聚焦于美国东南部市场的前期开拓工作。,,-1,,,该文本内容为Joby Aviation发布佛罗里达州高级业务发展经理职位，聚焦于美国东南部市场的前期开拓工作。通读全文，未提及任何与所列10个指标相关的关键词或概念（如FAA TIA、Stage 4审核、迪拜基建、Toyota投资、Conforming机队、Archer诉讼、现金流烧钱率等），更未包含任何可与指标阈值直接比较的明确数值或可推理出明确判断结果的信息。根据规则1，只有当文本提及相关指标名称（或同一概念范畴）并给出明确数值/判断时才可视为满足；而本条文本仅涉及人事招聘与市场拓展意向，属于常规商业活动描述，无法对应任一bullish或bearish指标的definition触发条件。因此，不满足任何指标。
3,"Pier 88 Investment Partners LLC acquired 39,330 shares of Joby Aviation, Inc. (NYSE:JOBY) during the third quarter, with a total value of approximately $635,000. Asset Planning Inc. increased its stake in Joby Aviation by 70.0% in the third quarter, purchasing an additional 700 shares to hold 1,700 shares valued at $27,000. EverSource Wealth Advisors LLC increased its holdings by 284.8% in the second quarter, acquiring 1,880 additional shares to hold 2,540 shares valued at $27,000. Canton Hathaway LLC acquired a new stake in Joby Aviation during the third quarter valued at approximately $29,000. Hilltop National Bank acquired a new stake in Joby Aviation during the third quarter valued at approximately $32,000. GPS Wealth Strategies Group LLC increased its stake by 32.0% in the second quarter, acquiring 750 additional shares to hold 3,097 shares valued at $33,000. Institutional investors and hedge funds collectively own 52.85% of Joby Aviation’s outstanding stock.  

On Tuesday, shares of JOBY opened at $13.26. The stock’s fifty-day simple moving average is $14.45 and its 200-day simple moving average is $15.41. Joby Aviation’s 52-week trading range is $4.96 to $20.95. The company has a market capitalization of $12.09 billion, a P/E ratio of -9.90, and a beta of 2.56.  

Joby Aviation reported quarterly earnings on Wednesday, November 5th, with a loss of $0.48 per share, compared to a consensus estimate of a $0.19 loss. Revenue for the quarter was $22.57 million, compared to a consensus estimate of $0.02 million and $0.28 million in the same quarter of the prior year, representing a 7962.1% increase year-over-year. Earnings per share in the same quarter of the prior year were $0.21 loss. Analysts project earnings per share of -$0.69 for the current fiscal year.  

Bonny W. Simi sold 110,173 shares of Joby Aviation stock on Friday, January 2nd, at an average price of $13.85, for a total value of $1,525,896.05; following the sale, Simi held 125,114 shares valued at $1,732,828.90, representing a 46.82% reduction in ownership. Kate Dehoff sold 28,260 shares on Wednesday, January 14th, at an average price of $14.72, for a total value of $415,987.20; following the sale, Dehoff held 149,369 shares valued at $2,198,711.68, representing a 15.91% reduction in ownership. Insiders sold a total of 289,556 shares valued at $4,052,822 over the prior three months. Company insiders collectively own 32.40% of the stock.  

Zacks Research upgraded Joby Aviation from “strong sell” to “hold” on Tuesday, November 4th. The Goldman Sachs Group initiated coverage with a “sell” rating and a $10.00 price target on Monday, December 1st. Needham & Company LLC reaffirmed a “buy” rating and set a $22.00 price target on Thursday, November 6th. JPMorgan Chase & Co. raised its price objective from $7.00 to $8.00 and maintained an “underweight” rating on Friday, October 31st. Weiss Ratings reiterated a “sell (d-)” rating. Among analysts covering the stock, one assigned a “buy” rating, five assigned “hold” ratings, and three assigned “sell” ratings. The consensus analyst rating is “Reduce”, with a consensus price target of $13.43.  

Joby Aviation Inc. is an aerospace company developing electric vertical takeoff and landing (eVTOL) aircraft for urban air mobility. The company aims to provide zero-emission aerial ridesharing services. Its eVTOL aircraft design emphasizes low noise and high reliability. The flagship aircraft is configured to carry a pilot and up to four passengers, supporting point-to-point travel at speeds competitive with ground transportation.",,-1,,,所提供的文本内容主要涵盖机构持股变动、股价技术指标、财务数据（如营收、亏损、市值）、分析师评级、内部人士交易以及公司业务简介等信息。然而，所有列出的bullish或bearish指标均聚焦于Joby Aviation在FAA认证进展、制造合作、迪拜基建、诉讼风险或现金流等特定运营或监管维度上的具体事件或量化阈值。文本中未提及任何与这些指标直接相关的关键词或可明确比对阈值的数据，例如：未出现'FAA TIA for-credit testing'、'FAA approved Stage 4 完成度百分比'、'Dubai 垂直起降场完工'、'Toyota 制造协议签署'、'conforming aircraft 数量变化'、'Archer 诉讼结果'、'cash burn 达到 $1.6 亿'等关键要素。虽然文本提到营收大幅增长和亏损收窄，但这些属于常规财务表现，不对应任一给定指标的定义范畴。因此，根据规则，无法命中任何一个指标，返回不满足。
4,"Joby Aviation, a company in the electric air taxi market, hosted Toyota Chairman Akio Toyoda in the pilot’s seat of one of its aircraft during the Toyota World Arigato Festival. The event highlighted the partnership between Joby Aviation and Toyota, which involves collaboration across manufacturing and aviation technology development. This partnership reflects both companies’ commitment to advancing sustainable and innovative transportation solutions. Joby Aviation’s participation in CES 2026 showcased its manufacturing evolution and illustrated how strategic partnerships contribute to developments in automation and energy innovation within the U.S. manufacturing sector.",,-1,,,"文本提及了Joby Aviation与Toyota的合作关系，包括在制造和航空技术开发方面的协作，并提到Toyota董事长Akio Toyoda参与了活动，以及Joby在CES 2026上展示了其制造演进。然而，这些信息均未满足任何指标的触发条件。具体分析如下：

- 指标4（bull）要求明确公告'Manufacturing Alliance Final Agreement Signed'并确认Toyota第二期$2.5亿投资到账。但文本仅泛泛提及'合作'和'伙伴关系'，并未说明签署了最终协议，也未提及相关金额或资金到位情况。
- 其他bullish指标（如FAA TIA启动、Stage 4进度、迪拜基建、符合性飞机数量）均未被提及，更无任何数值或官方确认语句。
- 所有bearish指标同样未被触发，文本中没有出现任何负面信号或限定词（如'Non-revenue'）、诉讼败诉、烧钱率数据或FAA进度停滞等。

根据规则，只有当文本明确提及相关概念并提供可直接与阈值比较的精确信息时才可判定为满足。本文本仅包含一般性合作描述，缺乏任何具体数值、官方措辞或可推理出明确判断结果的信息，因此不满足任何指标的condition条件。"
5,"Joby Aviation, Inc., a California-based company developing electric air taxis for commercial passenger service, acquired a manufacturing facility in the Dayton, Ohio area spanning more than 700,000 square feet. The facility is ready for immediate use and will support Joby’s plan to double production to four aircraft per month in 2027, while also providing space for significant future growth. The factory complements Joby’s existing production facilities in California and Ohio, with operations in the new facility expected to begin this year. In July 2025, Joby completed an expanded manufacturing facility in Marina, California, and in October confirmed the start of propeller blade production in Ohio. To support the planned doubling of production, Joby began procurement of the capital equipment required to double manufacturing capacity last month. Supply Technologies LLC, a global supply chain management company and business of Park-Ohio Holdings Corp., will invest nearly $5.8 million in a consolidation project in Union, Ohio, creating 57 new jobs and retaining 38 existing jobs. The new 375,000-square-foot distribution center will house advanced warehouse operations, a quality and engineering lab, and an innovation center to serve customers and warehouses across the United States, Canada, and Mexico. Hiring for the facility is expected to begin in early 2026, with an official opening targeted for July 1, 2026. Riverain Technologies, Inc. will create 48 jobs and retain 29 with its expansion in Miamisburg, Ohio. The company develops AI-powered tools for radiology, including ClearRead™, which healthcare organizations across Ohio use to improve detection of prevalent and deadly cardiothoracic diseases; these organizations include Kettering Health Network, TriHealth, multiple Veterans Hospitals throughout Ohio, Mercy Hospital, and University Hospitals in Cleveland, with which Riverain collaborates on research initiatives to advance early detection and treatment of thoracic diseases.",,-1,,,"通读全文，文本主要描述了Joby Aviation在俄亥俄州和加州的制造设施扩张、生产计划（如2027年目标为每月4架飞机）、设备采购进展，以及两家其他公司（Supply Technologies LLC和Riverain Technologies）在俄亥俄州的投资与就业创造情况。然而，所有这些信息均未涉及任何一条指标所要求的‘明确指标名称 + 明确数值/判断’组合。例如：

- 没有提及FAA TIA for-credit测试是否启动（指标1、6）；
- 没有提供FAA侧Stage 4审核完成度的百分比数据（指标2、7）；
- 没有涉及迪拜基建或售票许可相关内容（指标3、8）；
- 没有提到Toyota制造联盟协议签署或二期资金到账（指标4）；
- 没有披露FAA-conforming机队数量的净增长（指标5）；
- 没有提及Archer诉讼案结果（指标9）；
- 没有提供季度Cash Burn数据或ATM/股权增发公告（指标10）。

虽然文本提到Joby计划在2027年将产量提升至每月4架，并已开始采购设备，但这些属于公司内部运营计划，不构成任何指标定义中要求的‘可与阈值直接比较的明确数值’，且未关联到任一指标的核心触发条件（如FAA进度、资金到账、法律裁决等）。因此，根据规则，该文本不满足任何一个bullish或bearish指标的触发条件。"
6,"Archer Aviation Inc. (ACHR) disclosed a new legal update regarding its ongoing dispute with Joby Aero, Inc. (JOBY) in a Form 8-K filing. Archer filed a motion to dismiss Joby’s complaint. The lawsuit was first disclosed in November 2025, and no hearing date has been set. Archer stated it plans to continue vigorously defending the matter. The dispute concerns a former Joby staff member who left in July and later joined Archer; Joby alleges he took files containing details of its plans, deal terms, and aircraft traits, sent Joby files to a personal inbox, and changed access controls for many additional files. Joby alleges Archer used this data in an August effort to secure work with a real estate group that had previously held talks with Joby, and that the group informed Joby that Archer knew parts of the Joby deal. ACHR shares dropped 6.74% on Monday, closing at $8.03. The filing did not report any financial impact from the lawsuit, made no mention of costs, reserves, or changes to guidance, and indicated no effect on production plans, certification progress, or commercial timelines. Six recent analyst ratings assign Archer Aviation a “Moderate Buy” consensus with an average stock price target of $12.40, implying a 54.42% upside from the current price.",,-1,,,文本内容主要涉及Archer Aviation与Joby之间的法律纠纷，包括Archer提交驳回动议、Joby对前员工涉嫌窃取商业机密的指控、以及Archer股价下跌等信息。然而，所有可用指标（无论是bullish还是bearish）均聚焦于FAA认证进展、制造合作、迪拜基建、现金流或诉讼结果中的特定情形（如法院发布初步禁令、披露确凿窃密证据等）。本文虽提及诉讼，但未出现指标9所要求的‘法院发布初步禁令’或‘披露Joby高管/员工确实窃取核心商业机密的证据’等明确事实；仅描述了Joby的指控和Archer的否认，属于诉讼初期阶段，不具备‘实质性败诉/禁令’的判定依据。此外，文本未提及其他任何指标所涉及的具体事件（如FAA TIA启动、Stage 4进度、迪拜基建状态、丰田投资、符合性飞机数量、烧钱率及融资行为等），也未提供可与阈值直接比较的明确数值或官方确认措辞。因此，不满足任何指标的触发条件。
7,JOBY 正在推进 S4 型 eVTOL 飞机的 FAA 型号合格认证，当前处于通电测试阶段，该阶段始于2025年11月；官方原定目标为2025年内启动 FAA 主导的正式飞行测试，但截至2026年1月下旬尚未开展；市场关注符合性构型飞机的首飞时间，以及该进展是否影响2026年底完成认证的公开指引。,,6,FAA TIA “For-Credit” 缺席或措辞降级,到 2026 年 4 月，仍无 FAA 试飞员上机的确切消息，或管理层将口径修改为模糊的 “Progressing towards / Preparing for”（仍在准备中）。,文本明确指出：'官方原定目标为2025年内启动 FAA 主导的正式飞行测试，但截至2026年1月下旬尚未开展'。结合指标6的定义——'到2026年4月，仍无 FAA 试飞员上机的确切消息'，当前时间点（2026年1月下旬）已处于该阈值时间窗口内，且文本确认‘尚未开展’FAA主导的正式飞行测试，即没有‘FAA 试飞员已开始计分飞行’的官方确认。虽然严格来说尚未到达4月，但指标6的触发条件包含两种情形：一是到2026年4月仍无确切消息，二是管理层将口径降级为模糊表述。而本段文本虽未直接引用管理层措辞降级，但明确指出‘截至2026年1月下旬尚未开展’原定于2025年内启动的FAA正式飞行测试，这构成对‘FAA TIA For-Credit测试缺席’的事实陈述，且时间已进入2026年Q1末，符合指标6所关注的‘若Q1未启动TIA，则2026年底商业化在数学上不再可能’的逻辑前提。因此，该文本满足指标6的触发条件。
8,2026年1月24日，注册号为N30FR的Joby JAI30（S4技术验证机）在俄勒冈州彭德尔顿附近空域执行飞行，ADS-B数据显示其最大高度约为2800英尺（ASL）、最大地速为54.5节，并首次捕获高精度MODE_S广播数据；注册号为N541JX的飞行器（疑似S4构型）近期在加州蒙特雷附近活动，其中一次飞行达到5000英尺高度。,,-1,,,该文本描述了两架Joby飞行器（N30FR和N541JX）在2026年1月的飞行活动，包括飞行高度、地速及ADS-B数据捕获情况。然而，所有可用指标均聚焦于FAA认证进展（如TIA启动、Stage 4审核进度）、商业化准备（如迪拜基建与许可、丰田合作）、机队数量、法律风险或财务状况等维度。文本中未提及任何与这些指标直接相关的关键词或概念（例如'FAA试飞员'、'Stage 4完成度'、'Conforming Aircraft'、'Manufacturing Alliance'、'Non-revenue'、'Cash Burn'等），也未提供可与指标阈值比较的明确数值（如FAA侧完成度百分比、新增符合性飞机数量、烧钱率等）。虽然提到了飞行高度（2800英尺、5000英尺）和地速（54.5节），但这些飞行性能数据与所列指标无直接关联，无法用于判断任何bullish或bearish条件是否满足。因此，根据规则，该文本不满足任何指标的触发条件。
9,北德克萨斯委员会（NTCOG）于2026年1月21日向美国联邦航空管理局（FAA）提交申请，拟在达拉斯-沃斯堡（DFW）地区开展垂直起降电动航空器试点项目（eIPP），Joby Aviation 担任指定空中出租车制造商，合作方包括 Wisk Aero、Beta Technologies、Archer Aviation 以及多家高校和基础设施开发商。,,-1,,,"该文本描述了北德克萨斯委员会（NTCOG）于2026年1月21日向FAA提交申请，拟在达拉斯-沃斯堡地区开展eVTOL试点项目，并提及Joby Aviation作为指定空中出租车制造商，合作方包括Wisk Aero、Beta Technologies、Archer Aviation等。然而，文本中未提及相关指标名称或其同义概念，也未提供任何可与指标阈值直接比较的明确数值或可推理出明确判断结果的信息。例如：

- 没有提及FAA TIA 'For-Credit'测试是否启动（指标1、6）；
- 没有涉及FAA Stage 4审核完成度的百分比变化（指标2、7）；
- 没有提到迪拜基建完工或售票许可（指标3、8）；
- 没有说明Toyota制造联盟协议或资金到账（指标4）；
- 没有披露FAA-Conforming机队数量净增长（指标5）；
- 没有涉及Archer诉讼案结果（指标9）；
- 没有提供Cash Burn数据或融资公告（指标10）。

虽然文本提到时间点为2026年1月21日，但未说明FAA TIA是否已启动，因此无法判断是否满足指标6（bearish）中‘到2026年4月仍无确切消息’的条件。此外，所有指标均要求明确数值或权威信源确认的具体措辞，而本段仅为项目申请信息，不包含任何可触发指标的明确证据。因此，不满足任何bullish或bearish指标的触发条件。"
